,category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness,relative_radius,apparent_luminosity,estimated_luminosity
114,0,23.96793669,3.827,1182.3,1182.3,1.8,3747.0,0.524,4.728,0.8296189496185357,3.4351145038167936,308.93650378886855,54124929832468.97
115,0,8.29561738,1.3421,824.3,824.3,1.82,3747.0,0.524,4.728,0.8296189496185357,3.4732824427480917,614.1867223008717,54124929832468.97
116,0,8.11437482,2.2736,1558.0,1558.0,2.1,3692.0,0.517,4.753,1.1638068498972982,4.061895551257254,685.2568613652357,49662417385223.13
117,1,38.036729482,4.34617,82872.0,82872.0,27.5,5575.0,0.932,4.521,0.8714826606685748,29.506437768240342,19067.82293375547,839095344615306.2
119,1,3.747838198,5.0642,616.0,616.0,13.65,5514.0,0.826,4.569,-0.5547706675189699,16.52542372881356,121.63816594921212,630706260242271.8
120,0,14.74914825,6.0995,430.2,430.2,2.89,5847.0,1.402,4.191,-1.2830548821653431,2.0613409415121255,70.53037134191327,2297356548048113.5
121,0,21.81295996,4.3791,1175.4,1175.4,3.38,5601.0,0.999,4.41,0.9205642529341378,3.383383383383383,268.4113173939851,982184931830288.4
122,1,7.91936937,3.3148,15148.0,15148.0,10.34,5690.0,0.776,4.588,1.1118381051455246,13.324742268041236,4569.8081332207075,631208019714233.0
124,0,15.37562369,3.3169,15337.0,15337.0,11.01,4986.0,0.833,4.496,1.557181376143357,13.217286914765907,4623.895806325183,428843764282628.1
125,0,8.10363271,3.161,887.9,887.9,2.11,4861.0,0.732,4.574,0.7393954344244854,2.8825136612021858,280.89212274596645,299174549966955.9
126,0,4.71510843,2.506,417.5,417.5,1.46,4861.0,0.732,4.574,0.7393954344244854,1.994535519125683,166.6001596169194,299174549966955.9
127,0,6.365839713,2.9721,780.7,780.7,2.44,5776.0,0.849,4.554,0.5957595982355577,2.87396937573616,262.67622219979137,802276587832334.0
128,1,5.97581754,3.065,962.4,962.4,3.86,6108.0,0.997,4.471,0.9248949816634524,3.8716148445336005,313.9967373572594,1383523149134213.0
129,1,2.446737317,4.7211,1177.9,1177.9,26.25,5764.0,0.863,4.548,0.5459562178484426,30.417149478563154,249.49693927262717,822086431017377.0
130,0,3.04033046,1.8411,10859.0,10859.0,8.99,5035.0,0.791,4.519,0.5510087346993092,11.3653603034134,5898.104394112215,402115548844120.06
131,0,15.33528675,3.897,3081.4,3081.4,5.0,5251.0,0.817,4.581,1.1479275112231453,6.119951040391677,790.7108031819349,507472118443230.0
132,0,7.95825328,4.377,50.0,50.0,1.06,5847.0,1.402,4.191,-1.2830548821653431,0.7560627674750358,11.42334932602239,2297356548048113.5
133,0,31.33046135,5.176,5073.8,5073.8,6.5,5251.0,0.817,4.581,1.1479275112231453,7.95593635250918,980.2550231839258,507472118443230.0
134,1,3.9043425,3.831,16228.0,16228.0,12.28,5810.0,0.898,4.526,0.5423472772406801,13.674832962138083,4235.969720699556,918876623103292.9
135,1,9.286358079,3.49949,44791.0,44791.0,17.61,5670.0,0.821,4.523,0.7942513316624683,21.449451887941535,12799.293611354797,696656269418159.5
136,1,3.951405455,2.1862,2453.9,2453.9,31.44,6046.0,0.869,4.539,0.8527161695082125,36.179516685845805,1122.4499130912086,1009048693135642.4
137,0,23.65369415,8.2183,3341.8,3341.8,7.89,5739.0,1.384,4.191,0.5914288695062431,5.7008670520231215,406.6291082097271,2077863810756853.5
138,0,13.23352214,6.7372,504.6,504.6,3.06,5739.0,1.384,4.191,0.5914288695062431,2.2109826589595376,74.89758356587308,2077863810756853.5
139,0,6.15560285,4.9843,285.0,285.0,2.32,5739.0,1.384,4.191,0.5914288695062431,1.676300578034682,57.17954376742973,2077863810756853.5
140,0,2.090811305,3.388,115.9,115.9,1.62,5739.0,1.384,4.191,0.5914288695062431,1.170520231213873,34.20897284533648,2077863810756853.5
141,0,3.180027898,3.5797,120.3,120.3,1.53,5847.0,1.402,4.191,-1.2830548821653431,1.0912981455064195,33.60616811464648,2297356548048113.5
142,0,50.4467417,7.159,370.3,370.3,2.67,5739.0,1.384,4.191,0.5914288695062431,1.9291907514450868,51.72510127112726,2077863810756853.5
143,0,11.76307164,2.9076,1037.3,1037.3,2.35,4959.0,0.756,4.603,0.6809305965787413,3.1084656084656084,356.7547117897923,345636838600771.06
144,0,56.2279271,3.57,862.7,862.7,2.37,4959.0,0.756,4.603,0.6809305965787413,3.134920634920635,241.65266106442579,345636838600771.06
145,1,2.384052875,3.0918,1268.1,1268.1,17.06,4794.0,0.701,4.58,1.1342135369136497,24.33666191155492,410.14942751795064,259554256104763.22
146,0,7.953547,2.6312,875.4,875.4,2.25,4768.0,0.779,4.536,1.0071788275204268,2.8883183568677793,332.69990878686525,313631664019594.06
147,0,4.14451656,2.3421,391.8,391.8,1.48,4768.0,0.779,4.536,1.0071788275204268,1.8998716302952503,167.28576918150378,313631664019594.06
148,1,4.859386384,2.2757,6044.3,6044.3,38.33,6072.0,0.988,4.47,0.7552747730986384,38.79554655870445,2656.0179285494573,1326908391822986.5
149,0,10.526294577,2.5211,9768.0,9768.0,8.24,5386.0,0.793,4.553,0.7509440443693239,10.390920554854981,3874.4992265281026,529190173176534.0
150,0,4.583520948,2.7055,3812.1,3812.1,5.39,5815.0,0.877,4.54,0.7379518581813814,6.145952109464082,1409.0186656810201,879423492531423.8
151,0,3.76181843,3.5176,510.6,510.6,2.66,5653.0,0.949,4.472,0.7162982145348086,2.8029504741833513,145.15578803729818,919704617015534.1
152,0,8.20396958,2.9667,1024.4,1024.4,3.01,5015.0,0.826,4.499,0.8021910009995442,3.6440677966101696,345.2994910169549,431562642903170.1
153,0,14.49645186,4.016,647.5,647.5,3.01,5015.0,0.826,4.499,0.8021910009995442,3.6440677966101696,161.2300796812749,431562642903170.1
154,0,6.54626149,2.75,655.9,655.9,2.19,5251.0,0.817,4.581,1.1479275112231453,2.6805385556915544,238.5090909090909,507472118443230.0
155,0,12.71809866,3.0957,1149.4,1149.4,2.31,4702.0,0.686,4.592,0.8115742465797253,3.36734693877551,371.2892076105566,230026955057624.56
156,0,36.06588163,4.3246,1563.8,1563.8,2.64,4702.0,0.686,4.592,0.8115742465797253,3.8483965014577257,361.60569763677563,230026955057624.56
157,0,4.190425659,2.8589,2877.4,2877.4,6.21,6073.0,1.135,4.392,0.7256814601149897,5.47136563876652,1006.4710203225017,1752285420598919.8
158,0,3.709870784,3.0694,2020.3,2020.3,4.35,5727.0,0.978,4.463,0.9501575659177866,4.447852760736196,658.2068156642993,1028931450219240.9
159,0,16.3297527,6.271,1187.5,1187.5,3.75,5878.0,0.987,4.444,0.8534379576297645,3.799392097264438,189.36373784085472,1162927478012633.8
160,0,27.807566216,4.21587,25391.0,25391.0,13.84,5862.0,0.785,4.584,0.8787005418840986,17.630573248407643,6022.718916854647,727650060683109.5
161,0,80.8723469,11.195,3604.6,3604.6,7.59,5510.0,1.238,4.222,0.6758780797278747,6.130856219709209,321.9830281375614,1412692647292094.2
162,1,3.166465862,2.9381,4357.2,4357.2,26.82,4968.0,0.704,4.575,1.2518650007266912,38.096590909090914,1482.9992171811714,301905946330389.25
163,0,24.99324319,5.9409,269.6,269.6,2.29,5718.0,1.317,4.181,-1.362451575536107,1.7388003037205773,45.38032957969332,1854164039900986.0
164,0,10.35533116,3.1775,750.6,750.6,2.47,5501.0,0.918,4.462,0.5437908534837853,2.690631808278867,236.2234461054288,771706116044946.8
165,0,16.08518937,3.984,1442.4,1442.4,3.68,5239.0,0.826,4.523,0.6888702659158171,4.455205811138015,362.04819277108436,513988838779181.1
167,0,7.49018305,2.7297,1123.6,1123.6,2.56,5103.0,0.787,4.562,0.9631497521057304,3.252858958068615,411.6203245777924,420002367093261.94
168,0,36.2761238,4.7865,1572.6,1572.6,3.03,5103.0,0.787,4.562,0.9631497521057304,3.850063532401524,328.5490441867753,420002367093261.94
169,0,17.46087931,2.2641,812.4,812.4,2.32,5103.0,0.787,4.562,0.9631497521057304,2.947903430749682,358.81807340665165,420002367093261.94
170,0,56.0560754,4.685,1626.0,1626.0,1.94,3593.0,0.491,4.757,1.143596782493831,3.9511201629327903,347.0651013874066,40178327372093.0
171,0,41.408316686,5.0264,22839.0,22839.0,11.38,5522.0,0.747,4.586,0.6722691391201121,15.234270414993308,4543.808690116187,518832070037787.25
173,0,5.715425977,2.5242,908.1,908.1,2.47,5237.0,0.826,4.572,0.5928724457493484,2.9903147699757873,359.7575469455669,513204422533195.06
174,0,49.18394185,11.3364,1646.2,1646.2,8.2,5626.0,2.057,3.907,-1.1625162658660924,3.9863879436071947,145.21364807169826,4239039805497605.5
175,0,20.0261412,1.611,421.2,421.2,2.28,5237.0,0.826,4.572,0.5928724457493484,2.7602905569007263,261.45251396648047,513204422533195.06
177,1,10.44331991,2.743,1159.8,1159.8,2.66,4947.0,0.802,4.516,0.9248949816634524,3.316708229426434,422.82172803499816,385226697914950.9
178,0,2.237489571,1.8119,315.8,315.8,1.41,5265.0,0.81,4.58,0.5315204554173937,1.7407407407407405,174.29217948010375,504154374464615.2
179,1,5.851520671,3.11058,33004.0,33004.0,14.62,5532.0,0.806,4.53,0.7689887474081342,18.138957816377168,10610.239890952813,608413398255602.6
180,0,3.167893418,2.1814,781.2,781.2,2.62,5895.0,0.94,4.503,0.9155117360832712,2.787234042553192,358.11863940588614,1067065171383332.1
181,0,4.311780262,2.7251,1154.0,1154.0,3.11,5527.0,0.927,4.484,0.9667586927134916,3.354908306364617,423.47069832299735,801894669595123.9
182,0,20.0504494,4.556,840.9,840.9,2.69,5527.0,0.927,4.484,0.9667586927134916,2.901833872707659,184.5697980684811,801894669595123.9
183,0,9.76734503,1.6585,569.1,569.1,2.67,5527.0,0.927,4.484,0.9667586927134916,2.880258899676375,343.1413928248417,801894669595123.9
185,0,190.3200468,15.284,1141.7,1141.7,7.78,5626.0,2.057,3.907,-1.1625162658660924,3.782207097715119,74.69903166710286,4239039805497605.5
186,1,2.861159894,1.8832,1014.3,1014.3,4.37,6126.0,1.021,4.458,0.976863726415226,4.2801175318315385,538.6045029736619,1468112897699762.0
187,0,26.44439337,3.9783,1843.5,1843.5,3.91,5427.0,0.929,4.463,0.6448411905011207,4.208826695371367,463.3888846994948,748636011908444.5
188,0,51.53997972,6.3994,3644.3,3644.3,5.51,5427.0,0.929,4.463,0.6448411905011207,5.9311087190527445,569.475263305935,748636011908444.5
189,0,5.902245782,2.9003,702.3,702.3,2.43,5427.0,0.929,4.463,0.6448411905011207,2.6157158234660924,242.14736406578626,748636011908444.5
190,0,2.382951591,1.8876,391.6,391.6,1.86,5427.0,0.929,4.463,0.6448411905011207,2.0021528525296017,207.45920745920748,748636011908444.5
191,0,21.02250608,4.1072,1772.5,1772.5,3.07,5067.0,0.75,4.585,1.1508146637093546,4.093333333333333,431.5592130892092,370788404293755.56
192,0,3.219814777,2.0642,488.2,488.2,1.69,5103.0,0.787,4.562,0.9631497521057304,2.147395171537484,236.50809030132737,420002367093261.94
193,0,5.912273234,2.3254,961.4,961.4,1.73,4072.0,0.57,4.696,0.5567830396717278,3.0350877192982457,413.4342478713339,89326596857319.0
194,0,8.98581901,2.8606,881.3,881.3,1.65,4072.0,0.57,4.696,0.5567830396717278,2.8947368421052633,308.08222051317904,89326596857319.0
196,1,20.5452375,2.517,218.5,218.5,2.41,5670.0,1.264,4.206,-1.6324003329967056,1.9066455696202533,86.80969408025427,1651301530655132.2
197,0,33.60123371,4.4056,7425.9,7425.9,8.46,5149.0,0.93,4.447,0.7199071551425712,9.096774193548388,1685.5592881786818,607935443932520.5
198,0,6.76652928,2.9004,450.7,450.7,1.97,5149.0,0.93,4.447,0.7199071551425712,2.118279569892473,155.39235967452765,607935443932520.5
